Lat_degrees,Long_degrees,Depth,Type,Magnituda,Is_Shallow,Mag_Level
-4.8,127.83,14,origin,3.3,1,dangerous
66.543,20.769,6,origin,,1,
36.803,-5.398,0,origin,1.6,1,safe
-7.09,106.12,25,origin,3.0,1,safe
61.589,-146.654,14,origin,2.2,1,safe
39.128,28.284,14,origin,1.5,1,safe
39.147,28.293,6,origin,1.1,1,safe
39.035,28.13,24,origin,1.6,1,safe
39.218,28.205,7,origin,1.0,1,safe
37.87,36.55,5,origin,1.6,1,safe
37.852,36.586,7,origin,1.4,1,safe
40.84,84.12,10,origin,4.7,1,dangerous
40.939,84.333,10,origin,4.7,1,dangerous
40.84,84.27,12,origin,4.7,1,dangerous
40.892,84.201,10,origin,4.4,1,dangerous
37.059,87.611,22,origin,3.7,1,dangerous
36.71,-5.414,6,origin,2.6,1,safe
36.703,25.378,16,origin,2.1,1,safe
37.632,36.123,4,origin,2.0,1,safe
37.595,36.187,7,origin,1.5,1,safe
40.614,84.085,10,origin,4.8,1,dangerous
41.084,84.093,1,origin,4.9,1,dangerous
40.68,84.04,10,origin,4.6,1,dangerous
40.36,84.32,12,origin,4.8,1,dangerous
59.987,-152.695,99,origin,2.1,0,safe
12.47,124.98,21,origin,3.0,1,safe
38.824,27.948,17,origin,1.6,1,safe
39.188,28.336,7,origin,1.2,1,safe
12.47,124.97,19,origin,3.0,1,safe
40.837,31.7,5,origin,1.8,1,safe
40.829,31.715,11,origin,1.5,1,safe
36.79,-5.347,3,origin,2.4,1,safe
4.13,97.43,5,origin,2.7,1,safe
32.103,-101.487,8,origin,2.4,1,safe
39.076,26.085,7,origin,1.9,1,safe
39.1,26.024,5,origin,2.4,1,safe
39.496,33.879,7,origin,1.0,1,safe
39.533,33.852,7,origin,1.7,1,safe
39.526,33.901,12,origin,1.5,1,safe
32.103,-101.487,8,origin,2.1,1,safe
39.24,29.025,10,origin,1.7,1,safe
39.271,28.991,7,origin,1.4,1,safe
19.61,-71.2,10,origin,3.2,1,dangerous
19.563,-71.435,21,origin,3.4,1,dangerous
8.472,-83.825,23,origin,3.2,1,dangerous
-22.913,-66.279,207,origin,4.3,0,dangerous
-22.995,-66.288,235,origin,4.1,0,dangerous
-22.95,-66.77,240,origin,4.1,0,dangerous
-23.023,-66.553,234,origin,4.1,0,dangerous
-23.03,-66.44,253,origin,4.3,0,dangerous
-23.107,-66.371,247,origin,4.5,0,dangerous
39.69,20.578,15,origin,2.6,1,safe
51.44,16.09,1,origin,2.6,1,safe
51.498,16.143,1,origin,2.4,1,safe
51.51,16.13,2,origin,2.7,1,safe
75.085,16.948,19,origin,2.0,1,safe
45.43,147.73,456,origin,4.6,0,dangerous
43.9,148.4,0,origin,5.3,1,very deangerous
45.176,147.991,141,origin,4.6,0,dangerous
43.985,148.851,20,mt,5.4,1,very deangerous
45.016,147.931,10,origin,5.1,1,very deangerous
44.99,148.23,10,origin,5.6,1,very deangerous
45.09,148.42,10,origin,5.9,1,very deangerous
44.11,148.88,40,origin,5.4,1,very deangerous
44.269,148.679,10,origin,5.7,1,very deangerous
43.996,149.558,38,origin,4.8,1,dangerous
44.046,148.687,10,origin,5.6,1,very deangerous
44.016,148.91,18,origin,5.3,1,very deangerous
44.016,148.91,21,mt,5.3,1,very deangerous
44.119,148.964,10,origin,5.0,1,dangerous
43.952,149.041,9,origin,5.7,1,very deangerous
44.08,148.8,10,origin,5.6,1,very deangerous
43.98,148.76,36,origin,5.5,1,very deangerous
43.993,148.844,10,origin,5.4,1,very deangerous
44.02,148.87,3,origin,5.2,1,very deangerous
44.042,148.823,4,origin,5.5,1,very deangerous
43.911,149.787,10,origin,6.3,1,very deangerous
42.497,151.292,9,origin,5.1,1,very deangerous
28.26,155.58,15,origin,,1,
41.885,21.359,15,origin,2.6,1,safe
6.04,126.39,45,origin,3.7,1,dangerous
46.14,11.172,0,origin,1.2,1,safe
35.18,23.124,46,origin,2.9,1,safe
35.036,23.001,13,origin,2.6,1,safe
28.092,-16.196,5,origin,1.6,1,safe
39.452,26.033,14,origin,1.5,1,safe
39.421,25.921,10,origin,1.7,1,safe
23.964,122.448,10,origin,4.7,1,dangerous
24.019,122.455,10,origin,4.7,1,dangerous
23.92,122.53,22,origin,4.8,1,dangerous
23.931,122.555,10,origin,4.2,1,dangerous
24.02,122.49,10,origin,4.5,1,dangerous
59.783,-152.757,83,origin,2.5,0,safe
-32.32,-68.59,115,origin,2.5,0,safe
9.97,-86.03,27,origin,2.8,1,safe
10.048,-86.07,23,origin,3.0,1,safe
36.497,25.986,7,origin,1.8,1,safe
27.989,-16.265,19,origin,1.8,1,safe
60.442,-139.463,5,origin,2.3,1,safe
35.931,-5.382,0,origin,1.6,1,safe
1.84,126.96,24,origin,3.4,1,dangerous
-30.043,179.095,400,origin,3.7,0,dangerous
19.338,-155.215,4,origin,2.1,1,safe
-8.95,111.32,26,origin,2.7,1,safe
35.034,45.945,28,origin,3.4,1,dangerous
32.843,44.699,10,origin,5.4,1,very deangerous
-2.09,134.23,10,origin,2.5,1,safe
-8.24,123.9,158,origin,2.7,0,safe
12.84,-90.18,22,origin,3.8,1,dangerous
36.613,-5.351,8,origin,1.7,1,safe
40.005,28.817,21,origin,1.3,1,safe
37.9,27.613,7,origin,1.2,1,safe
26.73,92.29,10,origin,3.0,1,safe
-8.75,112.1,15,origin,2.5,1,safe
38.14,72.49,138,origin,4.0,0,dangerous
37.81,72.55,100,origin,4.2,0,dangerous
39.064,25.726,12,origin,1.9,1,safe
35.913,-83.864,12,origin,2.1,1,safe
59.733,-151.553,47,origin,2.5,1,safe
24.266,121.744,10,origin,3.3,1,dangerous
39.149,28.123,10,origin,1.2,1,safe
39.164,28.169,7,origin,1.3,1,safe
37.656,35.419,7,origin,1.3,1,safe
38.828,27.916,29,origin,1.4,1,safe
41.045,28.946,16,origin,1.0,1,safe
-21.28,-68.71,121,origin,2.5,0,safe
-11.34,113.84,10,origin,3.7,1,dangerous
7.025,-84.266,10,origin,3.7,1,dangerous
0.52,98.54,29,origin,3.1,1,dangerous
36.616,-5.349,9,origin,2.2,1,safe
-3.09,127.3,15,origin,3.9,1,dangerous
47.54,8.181,1,origin,1.5,1,safe
62.203,-149.442,25,origin,2.2,1,safe
-30.8,-71.38,37,origin,2.6,1,safe
60.563,-139.887,10,origin,2.1,1,safe
40.391,24.079,7,origin,1.4,1,safe
22.68,118.893,15,origin,4.7,1,dangerous
20.086,121.285,89,origin,4.4,0,dangerous
19.991,121.145,10,origin,4.7,1,dangerous
19.93,121.29,46,origin,4.8,1,dangerous
20.073,121.458,38,origin,5.5,1,very deangerous
19.87,121.34,42,origin,4.8,1,dangerous
19.931,121.419,31,origin,4.8,1,dangerous
19.85,121.51,33,origin,5.2,1,very deangerous
19.88,121.25,25,origin,5.1,1,very deangerous
19.879,121.425,10,origin,5.1,1,very deangerous
20.15,121.3,76,origin,4.5,0,dangerous
39.148,28.283,12,origin,1.7,1,safe
39.175,28.305,13,origin,1.6,1,safe
-30.74,-71.33,35,origin,2.8,1,safe
34.647,-119.064,0,origin,2.6,1,safe
34.648,-119.061,5,origin,2.6,1,safe
39.218,28.185,18,origin,1.5,1,safe
-34.392,176.032,5,origin,3.2,1,dangerous
40.743,48.076,10,origin,3.3,1,dangerous
40.939,48.118,18,origin,3.2,1,dangerous
25.319,111.592,17,origin,4.6,1,dangerous
-18.32,-178.73,620,origin,5.0,0,dangerous
-18.268,-178.083,569,origin,5.2,0,very deangerous
-17.9,-178.07,550,origin,5.0,0,dangerous
-18.19,-178.06,563,origin,5.0,0,dangerous
-18.211,-178.085,555,origin,5.1,0,very deangerous
-18.017,-178.126,534,origin,5.0,0,dangerous
-14.01,-177.23,15,origin,,1,
-30.83,-71.42,48,origin,3.0,1,safe
51.308,-177.743,37,origin,3.9,1,dangerous
51.215,-177.77,35,origin,3.7,1,dangerous
-30.037,-70.489,10,origin,3.9,1,dangerous
-30.79,-71.35,49,origin,4.1,1,dangerous
-42.307,177.284,750,origin,3.5,0,dangerous
7.56,-42.16,10,origin,5.7,1,very deangerous
6.809,-84.127,300,origin,3.4,0,dangerous
36.639,-5.316,1,origin,1.7,1,safe
39.264,28.142,8,origin,1.0,1,safe
-30.8,-71.557,26,mt,6.2,1,very deangerous
-30.898,-71.556,41,mt,6.2,1,very deangerous
-30.89,-71.6,58,mt,6.2,1,very deangerous
-30.751,-71.259,59,origin,6.3,1,very deangerous
-30.9,-71.03,61,mt,6.2,1,very deangerous
-30.798,-71.323,36,origin,6.2,1,very deangerous
-30.753,-71.326,43,origin,6.0,1,very deangerous
-30.807,-71.275,42,origin,6.2,1,very deangerous
-30.8,-71.24,39,origin,6.2,1,very deangerous
-30.848,-71.385,51,origin,6.2,1,very deangerous
-30.81,-71.38,60,origin,6.1,1,very deangerous
-30.761,-71.238,45,mt,6.2,1,very deangerous
-29.822,-71.903,37,origin,6.5,1,very deangerous
-30.758,-71.272,42,origin,6.2,1,very deangerous
-30.801,-71.445,37,origin,6.2,1,very deangerous
-30.82,-71.39,36,mt,6.0,1,very deangerous
-30.76,-71.24,42,origin,6.2,1,very deangerous
-30.8,-71.45,37,origin,6.0,1,very deangerous
-30.801,-71.445,54,mt,6.2,1,very deangerous
-30.82,-71.39,54,origin,6.1,1,very deangerous
-30.85,-71.25,33,origin,6.0,1,very deangerous
-30.763,-71.661,14,origin,,1,
-30.74,-71.38,10,origin,6.0,1,very deangerous
-30.8,-71.0,1,origin,6.4,1,very deangerous
40.95,77.74,10,origin,3.5,1,dangerous
4.13,97.48,10,origin,3.9,1,dangerous
39.16,28.264,10,origin,1.2,1,safe
-31.25,-68.67,84,origin,2.9,0,safe
37.36,71.76,183,origin,3.6,0,dangerous
11.841,94.448,10,origin,4.3,1,dangerous
4.07,96.15,115,origin,4.4,0,dangerous
4.181,95.697,38,origin,4.9,1,dangerous
4.39,95.89,39,origin,4.8,1,dangerous
4.27,95.78,11,origin,4.8,1,dangerous
4.153,95.629,35,origin,4.7,1,dangerous
4.044,95.78,10,origin,4.7,1,dangerous
3.997,95.35,10,origin,4.3,1,dangerous
4.21,95.79,10,origin,4.7,1,dangerous
4.07,96.15,115,origin,4.4,0,dangerous
4.181,95.697,38,origin,4.9,1,dangerous
4.39,95.89,39,origin,4.8,1,dangerous
4.27,95.78,11,origin,4.8,1,dangerous
4.153,95.629,35,origin,4.7,1,dangerous
4.044,95.78,10,origin,4.7,1,dangerous
3.997,95.35,10,origin,4.3,1,dangerous
4.21,95.79,10,origin,4.7,1,dangerous
19.172,-155.493,31,origin,2.2,1,safe
48.662,9.446,9,origin,1.2,1,safe
-31.59,-71.64,67,origin,2.6,1,safe
-22.35,-69.05,109,origin,2.7,0,safe
-5.44,141.72,10,origin,3.8,1,dangerous
40.884,35.989,11,origin,1.8,1,safe
40.886,36.026,10,origin,2.4,1,safe
-35.797,178.51,248,origin,3.2,0,dangerous
1.32,125.83,31,origin,3.0,1,safe
37.322,28.076,7,origin,1.3,1,safe
4.75,96.77,4,origin,2.7,1,safe
28.212,-16.711,36,origin,1.9,1,safe
-22.32,-67.93,223,origin,2.8,0,safe
19.126,-155.376,29,origin,2.1,1,safe
-7.19,105.62,11,origin,2.7,1,safe
45.845,4.119,5,origin,2.4,1,safe
-38.344,176.18,5,origin,3.2,1,dangerous
-0.54,123.61,5,origin,2.7,1,safe
52.753,-168.195,17,origin,3.5,1,dangerous
52.666,-168.117,23,origin,3.2,1,dangerous
37.877,26.912,6,origin,2.4,1,safe
37.852,26.936,12,origin,2.3,1,safe
56.265,-157.443,16,origin,2.4,1,safe
39.175,28.169,13,origin,2.3,1,safe
39.19,28.201,5,origin,2.2,1,safe
63.391,-151.708,5,origin,2.0,1,safe
39.93,20.817,15,origin,,1,
39.079,28.367,5,origin,1.4,1,safe
39.167,28.254,9,origin,1.2,1,safe
-6.26,131.05,8,origin,3.5,1,dangerous
10.12,126.17,10,origin,3.2,1,dangerous
-9.38,110.37,127,origin,2.5,0,safe
31.663,-104.37,6,origin,2.0,1,safe
-10.47,123.94,24,origin,4.1,1,dangerous
39.141,28.229,10,origin,1.7,1,safe
39.153,28.277,9,origin,1.6,1,safe
63.388,-151.732,7,origin,2.2,1,safe
39.149,28.249,5,origin,2.3,1,safe
39.165,28.255,9,origin,2.3,1,safe
12.95,-89.07,29,origin,2.6,1,safe
53.3,-166.287,9,origin,2.9,1,safe
53.194,-166.145,10,origin,2.8,1,safe
15.076,-93.819,17,origin,4.0,1,dangerous
46.14,11.172,0,origin,0.9,1,safe
47.924,7.637,7,origin,0.8,1,safe
59.969,-141.019,17,origin,2.0,1,safe
39.154,28.248,16,origin,3.1,1,dangerous
39.153,28.277,14,origin,3.0,1,safe
47.92,7.634,8,origin,0.6,1,safe
8.61,-82.84,54,origin,2.6,1,safe
13.29,-87.87,4,origin,2.5,1,safe
-29.657,178.929,33,origin,4.0,1,dangerous
46.372,8.435,7,origin,1.3,1,safe
-4.01,121.75,4,origin,2.6,1,safe
61.609,-125.606,5,origin,4.2,1,dangerous
-35.731,173.967,750,origin,4.1,0,dangerous
13.899,144.844,238,origin,5.2,0,very deangerous
14.18,144.759,141,mt,5.4,0,very deangerous
13.84,144.86,145,mt,5.5,0,very deangerous
13.94,144.57,167,origin,5.0,0,dangerous
13.93,144.67,147,origin,5.4,0,very deangerous
14.0,144.84,150,origin,5.2,0,very deangerous
13.929,144.718,144,mt,5.5,0,very deangerous
13.929,144.718,140,origin,5.5,0,very deangerous
13.96,144.8,149,origin,5.4,0,very deangerous
13.99,144.76,150,origin,5.1,0,very deangerous
14.559,144.533,10,origin,5.7,1,very deangerous
12.771,148.423,10,origin,5.7,1,very deangerous
28.982,-113.227,10,origin,3.8,1,dangerous
39.481,28.121,9,origin,1.8,1,safe
39.473,28.091,7,origin,1.8,1,safe
60.408,-139.489,5,origin,2.5,1,safe
60.453,-139.494,5,origin,2.5,1,safe
60.431,-139.518,1,origin,2.9,1,safe
17.942,-66.944,15,origin,2.1,1,safe
36.684,34.121,11,origin,1.5,1,safe
36.686,34.161,7,origin,1.3,1,safe
-21.432,-66.91,210,origin,3.9,0,dangerous
39.793,27.521,6,origin,1.2,1,safe
45.899,7.013,6,origin,1.3,1,safe
-8.92,112.66,29,origin,2.5,1,safe
41.232,28.809,7,origin,1.0,1,safe
31.148,-115.919,10,origin,3.3,1,dangerous
46.321,7.33,4,origin,0.9,1,safe
48.192,8.829,0,origin,2.1,1,safe
48.213,8.824,10,origin,2.2,1,safe
-3.21,128.88,10,origin,2.5,1,safe
45.805,4.13,20,origin,2.3,1,safe
39.416,38.608,5,origin,2.3,1,safe
39.433,38.614,14,origin,2.0,1,safe
64.498,-17.714,5,origin,2.8,1,safe
27.37,88.4,5,origin,2.5,1,safe
51.672,-175.184,35,origin,3.7,1,dangerous
51.575,-175.143,21,origin,3.9,1,dangerous
37.4,-2.247,0,origin,3.2,1,dangerous
36.265,33.731,8,origin,1.2,1,safe
39.464,21.902,15,origin,,1,
-31.4,-69.28,142,origin,2.9,0,safe
-7.04,105.35,20,origin,2.7,1,safe
-8.88,124.26,81,origin,2.7,0,safe
36.374,34.041,9,origin,0.9,1,safe
60.45,-139.511,5,origin,2.1,1,safe
51.366,-176.378,17,origin,2.8,1,safe
51.353,-176.385,35,origin,2.9,1,safe
77.246,23.27,9,origin,3.2,1,dangerous
37.747,-6.004,1,origin,2.3,1,safe
38.066,36.628,10,origin,2.8,1,safe
60.602,-139.893,5,origin,2.0,1,safe
40.861,31.782,10,origin,1.3,1,safe
40.892,-110.849,14,origin,2.1,1,safe
19.101,-104.95,2,origin,3.7,1,dangerous
22.205,-100.061,5,origin,3.4,1,dangerous
-25.15,-65.487,10,origin,5.2,1,very deangerous
31.661,-104.517,3,origin,2.1,1,safe
43.3,-106.215,10,origin,3.0,1,safe
62.285,-149.377,8,origin,2.3,1,safe
-30.29,-67.74,10,origin,2.7,1,safe
16.646,-99.53,15,origin,3.6,1,dangerous
46.871,8.604,2,origin,1.7,1,safe
28.748,-14.366,13,origin,3.0,1,safe
61.881,-151.497,78,origin,2.0,0,safe
-4.2,123.31,7,origin,2.8,1,safe
-23.622,-67.049,208,origin,4.4,0,dangerous
-23.666,-66.764,192,origin,4.3,0,dangerous
-23.65,-66.89,216,origin,4.2,0,dangerous
59.044,-154.032,116,origin,2.2,0,safe
37.257,37.198,3,origin,1.5,1,safe
37.319,37.146,14,origin,1.5,1,safe
17.065,-100.041,2,origin,3.9,1,dangerous
31.674,-104.368,5,origin,2.0,1,safe
36.174,-118.026,2,origin,3.0,1,safe
36.172,-118.018,5,origin,3.0,1,safe
0.85,125.38,64,origin,3.8,1,dangerous
39.702,38.841,6,origin,2.8,1,safe
39.693,38.846,7,origin,2.7,1,safe
-2.25,140.06,10,origin,2.7,1,safe
15.489,-94.963,17,origin,3.8,1,dangerous
-31.74,-71.33,44,origin,3.0,1,safe
36.879,34.841,31,origin,2.5,1,safe
36.856,34.907,20,origin,2.6,1,safe
15.95,-97.259,10,origin,3.9,1,dangerous
-2.27,140.08,15,origin,2.5,1,safe
37.569,-118.847,4,origin,2.0,1,safe
37.58,-118.844,3,origin,1.9,1,safe
19.071,-155.36,34,origin,2.4,1,safe
19.14,-155.359,35,origin,2.6,1,safe
60.529,-139.689,4,origin,2.0,1,safe
12.49,-89.37,27,origin,3.2,1,dangerous
-8.43,115.96,11,origin,2.7,1,safe
16.624,-94.663,101,origin,4.1,0,dangerous
41.897,-7.187,0,origin,1.8,1,safe
39.158,28.188,7,origin,1.1,1,safe
-3.22,130.5,42,origin,3.4,1,dangerous
14.2,-86.23,1,origin,2.5,1,safe
38.426,42.028,5,origin,1.9,1,safe
38.442,41.939,11,origin,2.0,1,safe
38.194,38.932,12,origin,1.6,1,safe
38.201,39.016,7,origin,1.3,1,safe
50.246,7.657,8,origin,0.6,1,safe
13.24,-90.04,21,origin,2.5,1,safe
39.174,28.227,12,origin,1.7,1,safe
39.19,28.224,8,origin,1.4,1,safe
-2.33,138.9,10,origin,2.7,1,safe
38.022,14.678,6,origin,2.0,1,safe
4.65,95.17,20,origin,2.6,1,safe
50.454,-130.079,10,origin,2.9,1,safe
-20.47,-69.02,92,origin,2.6,0,safe
37.2,20.53,4,origin,2.5,1,safe
38.217,38.728,7,origin,1.5,1,safe
38.213,38.698,6,origin,1.6,1,safe
31.711,-101.706,9,origin,2.1,1,safe
62.193,-151.284,79,origin,2.1,0,safe
-8.47,119.65,151,origin,2.7,0,safe
60.433,-139.505,5,origin,2.1,1,safe
61.485,-150.314,9,origin,2.2,1,safe
39.162,28.327,7,origin,1.0,1,safe
38.187,38.184,7,origin,1.9,1,safe
38.157,38.166,10,origin,2.0,1,safe
38.187,38.184,7,origin,1.9,1,safe
38.157,38.166,10,origin,2.0,1,safe
52.491,-169.985,13,origin,3.0,1,safe
39.226,29.028,7,origin,1.0,1,safe
39.245,29.02,12,origin,1.3,1,safe
-9.35,113.48,5,origin,3.2,1,dangerous
38.773,38.685,6,origin,1.6,1,safe
38.833,38.718,7,origin,1.2,1,safe
38.021,36.623,7,origin,2.3,1,safe
38.007,36.606,5,origin,2.2,1,safe
-21.811,-68.9,72,origin,3.3,0,dangerous
-21.87,-68.55,118,origin,3.2,0,dangerous
53.898,-166.622,8,origin,2.1,1,safe
34.265,-97.616,15,origin,2.0,1,safe
-3.17,130.67,39,origin,2.9,1,safe
19.122,-64.45,24,origin,3.1,1,dangerous
38.227,38.734,11,origin,2.7,1,safe
38.228,38.711,3,origin,2.7,1,safe
46.654,9.6,2,origin,0.5,1,safe
-1.47,123.5,5,origin,3.2,1,dangerous
-41.742,-74.07,28,origin,4.6,1,dangerous
-41.685,-74.022,28,origin,4.6,1,dangerous
-41.702,-74.146,35,origin,4.1,1,dangerous
-41.702,-74.146,28,mt,4.1,1,dangerous
-41.73,-73.94,33,origin,3.3,1,dangerous
36.659,-5.255,0,origin,1.8,1,safe
36.705,-5.322,0,origin,1.6,1,safe
37.763,-121.938,6,origin,2.0,1,safe
14.887,-93.06,57,origin,4.0,1,dangerous
27.499,-111.381,11,origin,4.2,1,dangerous
35.623,33.339,17,origin,1.6,1,safe
10.47,-85.341,46,origin,2.8,1,safe
10.52,-85.29,40,origin,2.7,1,safe
59.047,-154.196,109,origin,2.3,0,safe
36.637,-5.356,0,origin,1.6,1,safe
1.85,99.21,171,origin,3.3,0,dangerous
2.35,128.21,78,origin,2.6,0,safe
36.621,-5.344,3,origin,1.9,1,safe
53.207,161.994,10,origin,7.5,1,very deangerous
36.576,-5.331,0,origin,2.3,1,safe
72.812,4.122,10,origin,4.1,1,dangerous
72.435,4.158,5,origin,,1,
38.108,36.998,11,origin,1.7,1,safe
38.144,37.038,5,origin,1.7,1,safe
39.227,25.904,16,origin,2.3,1,safe
36.677,-5.256,0,origin,2.0,1,safe
-8.42,117.23,37,origin,3.6,1,dangerous
-31.68,-69.38,113,origin,3.0,0,safe
36.669,-5.375,0,origin,1.5,1,safe
0.82,122.36,11,origin,3.4,1,dangerous
-40.778,174.853,36,origin,3.5,1,dangerous
56.098,-157.358,5,origin,2.5,1,safe
60.774,-139.966,14,origin,2.0,1,safe
35.617,-98.039,7,origin,2.0,1,safe
60.648,-150.299,36,origin,2.6,1,safe
60.624,-150.262,60,origin,2.5,1,safe
40.744,20.872,15,origin,2.1,1,safe
56.958,-155.013,6,origin,2.2,1,safe
13.78,120.46,52,origin,3.4,1,dangerous
32.933,-80.148,3,origin,2.5,1,safe
32.917,-80.164,10,origin,2.6,1,safe
36.622,-5.256,0,origin,2.4,1,safe
7.601,126.725,76,origin,7.3,0,very deangerous
37.631,-121.872,11,origin,2.6,1,safe
45.896,7.015,6,origin,1.3,1,safe
31.891,-103.459,6,origin,2.1,1,safe
58.68,-155.207,133,origin,2.5,0,safe
-7.84,110.52,6,origin,2.5,1,safe
37.264,-7.595,20,origin,2.1,1,safe
41.725,-109.861,-3,origin,2.7,1,safe
40.32,-124.584,13,origin,3.0,1,safe
42.23,70.58,3,origin,3.0,1,safe
40.405,-125.176,10,origin,3.1,1,dangerous
40.373,-125.374,10,origin,3.1,1,dangerous
20.69,97.116,10,origin,7.3,1,very deangerous
38.428,41.929,7,origin,1.3,1,safe
-11.06,118.54,10,origin,2.8,1,safe
61.328,-146.801,11,origin,2.3,1,safe
31.891,-103.462,6,origin,2.1,1,safe
38.115,37.853,3,origin,1.5,1,safe
38.131,37.838,11,origin,1.4,1,safe
17.172,-94.633,136,origin,4.0,0,dangerous
39.164,28.184,7,origin,1.0,1,safe
36.648,-5.381,0,origin,2.2,1,safe
39.669,20.599,15,origin,2.7,1,safe
39.69,20.63,0,origin,2.6,1,safe
39.7,20.641,15,origin,2.5,1,safe
37.044,-4.175,0,origin,2.1,1,safe
51.658,-176.249,70,origin,3.1,0,dangerous
51.641,-176.238,74,origin,3.2,0,dangerous
-7.9,110.51,10,origin,3.2,1,dangerous
51.337,-177.723,43,origin,4.1,1,dangerous
51.338,-177.661,59,origin,4.0,1,dangerous
45.898,7.013,6,origin,0.6,1,safe
36.623,-5.243,0,origin,1.5,1,safe
45.897,7.012,6,origin,0.8,1,safe
-9.53,118.67,32,origin,3.1,1,dangerous
42.21,80.65,0,origin,3.1,1,dangerous
-34.973,-179.525,33,origin,4.0,1,dangerous
-9.06,124.07,69,origin,2.6,1,safe
39.196,28.176,11,origin,1.6,1,safe
39.19,28.189,7,origin,1.6,1,safe
45.897,7.013,6,origin,0.7,1,safe
36.591,-5.339,0,origin,1.7,1,safe
58.901,-153.315,74,origin,2.4,0,safe
38.03,37.678,7,origin,1.9,1,safe
38.041,37.657,6,origin,2.2,1,safe
-20.995,-70.222,10,origin,3.3,1,dangerous
-21.06,-70.35,27,origin,3.0,1,safe
28.82,-17.556,0,origin,2.5,1,safe
34.688,33.826,11,origin,1.4,1,safe
60.491,-139.631,0,origin,2.2,1,safe
-8.72,112.17,68,origin,3.2,1,dangerous
40.31,73.2,3,origin,1.9,1,safe
-7.74,118.68,22,origin,2.6,1,safe
54.581,-160.097,35,origin,3.2,1,dangerous
54.565,-160.044,14,origin,3.5,1,dangerous
27.379,52.728,145,origin,4.8,0,dangerous
28.364,52.209,15,origin,4.2,1,dangerous
27.58,52.74,20,origin,4.9,1,dangerous
27.381,52.662,10,origin,4.7,1,dangerous
27.449,52.725,10,origin,4.4,1,dangerous
27.418,52.688,10,origin,4.6,1,dangerous
27.11,52.71,10,origin,4.6,1,dangerous
39.225,28.183,6,origin,1.2,1,safe
42.373,-111.426,5,origin,2.0,1,safe
65.049,-146.404,2,origin,3.7,1,dangerous
65.03,-146.359,8,origin,3.7,1,dangerous
42.92,46.43,5,origin,3.5,1,dangerous
39.649,20.602,15,origin,2.5,1,safe
60.475,-139.615,2,origin,2.1,1,safe
-9.69,123.53,18,origin,2.5,1,safe
-31.16,-64.546,9,origin,2.6,1,safe
37.282,32.298,5,origin,2.3,1,safe
38.158,37.865,7,origin,1.1,1,safe
20.42,120.21,30,origin,3.0,1,safe
38.133,36.972,7,origin,1.5,1,safe
38.188,37.034,5,origin,1.5,1,safe
-23.69,-67.11,230,origin,3.9,0,dangerous
-23.83,-66.88,206,origin,3.6,0,dangerous
-23.846,-66.872,205,origin,4.2,0,dangerous
-23.19,-67.96,168,origin,2.9,0,safe
-9.98,110.56,14,origin,3.4,1,dangerous
39.081,28.222,14,origin,1.4,1,safe
39.143,28.323,7,origin,1.3,1,safe
39.156,28.261,7,origin,1.5,1,safe
39.16,28.23,10,origin,1.6,1,safe
37.852,36.113,8,origin,2.3,1,safe
37.856,36.127,12,origin,2.3,1,safe
36.602,-5.374,0,origin,1.9,1,safe
37.829,36.102,7,origin,2.0,1,safe
37.864,36.072,8,origin,2.1,1,safe
16.798,-99.504,15,origin,3.7,1,dangerous
16.778,-99.43,21,origin,3.4,1,dangerous
36.684,-5.364,0,origin,1.5,1,safe
-35.055,-179.782,33,origin,3.9,1,dangerous
1.15,99.51,5,origin,2.8,1,safe
37.4,140.8,80,origin,3.4,0,dangerous
39.236,29.024,10,origin,1.9,1,safe
39.245,29.006,7,origin,2.1,1,safe
61.543,-152.04,97,origin,2.0,0,safe
20.516,120.135,12,mt,5.4,1,very deangerous
20.409,119.953,20,origin,5.1,1,very deangerous
20.37,119.96,10,origin,5.2,1,very deangerous
20.345,120.096,10,origin,5.1,1,very deangerous
20.586,120.97,11,origin,5.6,1,very deangerous
20.398,120.193,10,origin,5.1,1,very deangerous
20.832,120.344,15,origin,5.5,1,very deangerous
20.47,120.16,10,origin,5.5,1,very deangerous
20.38,120.05,10,origin,5.1,1,very deangerous
20.483,120.154,15,origin,5.3,1,very deangerous
20.474,120.512,10,origin,5.3,1,very deangerous
20.37,120.2,10,origin,5.3,1,very deangerous
20.432,120.225,10,origin,5.3,1,very deangerous
20.432,120.225,10,mt,5.3,1,very deangerous
20.47,120.25,10,origin,5.3,1,very deangerous
20.46,120.27,15,origin,5.3,1,very deangerous
19.669,119.227,10,origin,,1,
19.885,119.903,8,origin,4.7,1,dangerous
20.42,120.13,12,origin,5.4,1,very deangerous
20.6,119.99,32,origin,5.3,1,very deangerous
-19.53,-69.692,41,origin,3.6,1,dangerous
-19.54,-69.6,85,origin,3.7,0,dangerous
38.328,38.819,9,origin,1.2,1,safe
39.226,28.985,15,origin,1.3,1,safe
39.22,29.02,13,origin,1.8,1,safe
39.222,29.004,7,origin,1.6,1,safe
37.112,-2.471,13,origin,1.5,1,safe
-31.53,-66.45,125,origin,2.9,0,safe
35.621,-98.034,6,origin,2.7,1,safe
35.625,-98.034,5,origin,2.8,1,safe
18.51,-98.596,68,origin,3.4,1,dangerous
39.603,19.79,15,origin,,1,
-34.397,-70.603,10,origin,2.6,1,safe
16.939,-100.544,3,origin,4.1,1,dangerous
