Rank,Score,Name,Acedemik Reputation,Students,Citations_per_faculty,faculty_student_ratio,employer_reputation,employment_outcomes,international_faculty_ratio,sustainability_score,international_research_network
"
                     781-790
                     
                        
                     
                  ",n/a,Universidade Católica Portuguesa,16.5,58.3,12.9,14.1,31.2,57.7,17.1,47.9,33.8
"
                     781-790
                     
                        
                     
                  ",n/a,University of Alicante,21.1,21.4,14.2,36,11.5,10.4,11.5,70.9,79.3
"
                     781-790
                     
                        
                     
                  ",n/a,University of Kentucky,15,5.7,32.1,19.2,15,24.4,18.2,59.6,77.3
"
                     781-790
                     
                        
                     
                  ",n/a,University of Mons ,7,47,53.2,5.2,8.1,7.3,40.9,54.4,43.6
"
                     781-790
                     
                        
                     
                  ",n/a,V. N. Karazin Kharkiv National University,14.3,67.8,1.9,70.5,30.2,4.6,4.4,46.2,35.2
"
                     781-790
                     
                        
                     
                  ",n/a,Wayne State University,9,10.5,18,70.3,6.8,34.1,17.9,66.9,69.8
"
                     791-800
                     
                        
                     
                  ",n/a,Applied Science Private University - Jordan,16.4,82.1,7.4,30,27.8,5.9,36.3,39.4,44.9
"
                     791-800
                     
                        
                     
                  ",n/a,Beijing University of Technology,9,2.7,55.4,41.9,10.8,7.6,5.3,33.4,38.4
"
                     791-800
                     
                        
                     
                  ",n/a,Chiba University,22.5,7.9,17.8,65.8,12.5,6.2,11.3,48.7,30.2
"
                     791-800
                     
                        
                     
                  ",n/a,Lanzhou University,9.4,2.2,47.7,43.4,5.3,11.1,3,45.3,69.6
"
                     791-800
                     
                        
                     
                  ",n/a,Norwegian University of Life Sciences,8.2,n/a,13.4,100,8.2,25.5,n/a,50.8,77.7
"
                     791-800
                     
                        
                     
                  ",n/a,Pontificia Universidad Católica de Valparaíso,36.4,2.6,13.2,6.8,29,12.2,15.1,36.9,43.3
"
                     791-800
                     
                        
                     
                  ",n/a,Universiti Tunku Abdul Rahman (UTAR),19.4,8,13.4,19.2,43.9,5.1,15.8,57.7,51.7
"
                     791-800
                     
                        
                     
                  ",n/a,Wake Forest University,7.4,16,11.9,100,18.9,28.3,6.2,42.2,38.8
"
                     801-850
                     
                        
                     
                  ",n/a,AGH University of Krakow,13.1,7.3,12.7,54.7,30.6,4,4.4,47.4,75.6
"
                     801-850
                     
                        
                     
                  ",n/a,Ahlia University,18.1,61.7,10.3,38.4,9.9,12.1,100,26.4,11.1
"
                     801-850
                     
                        
                     
                  ",n/a,Alfaisal University,7.9,96.7,21.8,31.7,5.9,5.7,100,31,28.1
"
                     801-850
                     
                        
                     
                  ",n/a,Azerbaijan State University of Economics,21.2,10.7,1.5,36.7,37.2,51.5,32,39.2,11.7
"
                     801-850
                     
                        
                     
                  ",n/a,Bournemouth University,8,47.7,29.4,8.1,11,7.7,84.7,43.4,76.3
"
                     801-850
                     
                        
                     
                  ",n/a,De Montfort University,6.4,96.4,16.7,6.8,9.5,10.5,81.4,64.5,57.1
"
                     801-850
                     
                        
                     
                  ",n/a,Donghua University,4.5,4.2,70.6,32.4,4.4,5.1,2,28.5,32.1
"
                     801-850
                     
                        
                     
                  ",n/a,Gdańsk University of Technology,12,7.8,25.5,31.8,24.1,4,6.9,64,70
"
                     801-850
                     
                        
                     
                  ",n/a,German Jordanian University,14.6,23.9,12.7,34.6,28.7,11.3,85.3,22.1,18.3
"
                     801-850
                     
                        
                     
                  ",n/a,Indian Institute of Technology Gandhinagar (IITGN),7,2.2,53.2,51.9,9.1,1.9,2.7,42.3,20.1
"
                     801-850
                     
                        
                     
                  ",n/a,Instituto Tecnológico Autónomo de México (ITAM),21.5,2.2,2.7,22.3,40,80,51.1,24.6,8.7
"
                     801-850
                     
                        
                     
                  ",n/a,Keele University,8.5,50.7,28.5,21.3,8,10.1,60.9,39.4,66.4
"
                     801-850
                     
                        
                     
                  ",n/a,Middlesex University,7.5,99.7,14.3,11.3,9.3,24.6,88.6,40,56.5
"
                     801-850
                     
                        
                     
                  ",n/a,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",18.4,3,2.1,38.5,49,48.8,1.3,37.2,22.7
"
                     801-850
                     
                        
                     
                  ",n/a,Northwest Agriculture and Forestry University,5.2,2,61.5,35,2.9,5.1,n/a,39,70.6
"
                     801-850
                     
                        
                     
                  ",n/a,Ocean University of China,6.3,2.6,72.1,9.6,5.8,3.9,4,41.5,49.8
"
                     801-850
                     
                        
                     
                  ",n/a,Politecnico di Bari,9.8,13.1,64.7,13.1,9,3.7,6.3,27.4,47.6
"
                     801-850
                     
                        
                     
                  ",n/a,Qassim University,15.5,25.1,3.8,47,6.5,3,100,52.2,72.1
"
                     801-850
                     
                        
                     
                  ",n/a,Soochow University,9.2,2.4,57.3,25.8,8.2,24,3.4,35.6,51.1
"
                     801-850
                     
                        
                     
                  ",n/a,"The New School, New York City and Paris",20.4,97.9,4.6,47.6,17.9,24.9,8.2,24.1,21.1
"
                     801-850
                     
                        
                     
                  ",n/a,Tokyo University of Science,11.5,7.2,16.3,12.1,57.5,49,15.1,46.5,22.6
"
                     801-850
                     
                        
                     
                  ",n/a,Universidad San Francisco de Quito USFQ,25,2.9,4.6,41.4,18.2,12.5,57.2,54.8,32.1
"
                     801-850
                     
                        
                     
                  ",n/a,Universidad de La Habana,19.9,6.9,2.4,71,17.8,86,3.3,32.2,19.3
"
                     801-850
                     
                        
                     
                  ",n/a,Universidad de Montevideo (UM),24.9,6.1,1.4,81.2,25.8,13.4,27,11.7,7.9
"
                     801-850
                     
                        
                     
                  ",n/a,Universidade Federal de Santa Catarina ,26.1,4,15.8,25.2,8.3,23.7,5.9,65.2,64.4
"
                     801-850
                     
                        
                     
                  ",n/a,Universidade Federal de São Paulo,14.1,2.2,10.4,97.9,8.8,3.6,6.1,61.8,49.5
